"","logFC","logCPM","PValue","FDR"
"ENST00000384229",-0.314429045682756,16.4994356420756,0.0313750326698737,0.0535745142685555
"ENST00000492114",0.504269444645492,2.52746906759165,0.0314724808155582,0.0535745142685555
"ENST00000364902",-0.50238103259929,2.96989656085856,0.031658489121589,0.0537173073482445
"ENST00000501016",0.360035949072159,4.52652945434318,0.0318074430446931,0.0537965113874874
"ENST00000362566",-0.494211732052844,3.72260338779283,0.0331916459204232,0.0559577107504571
"ENST00000408139",-0.640238196036004,7.04277093403963,0.0369606973815711,0.0621128652482633
"ENST00000384323",0.487410198253832,2.84152017431767,0.0378647057274809,0.0634294115052706
"ENST00000363915",-0.604324345242684,6.60763281327991,0.0394859565909931,0.0659352798948012
"ENST00000484771",0.363621865231767,5.94983674975879,0.0409416132850917,0.0681496474302475
"ENST00000391212",0.483277406220143,3.07101485185762,0.0441950492597069,0.0733331101280941
"ENST00000384342",0.370028290263338,8.71058774192371,0.044468592295113,0.0735549671296523
"ENST00000384238",-0.402510552496957,3.85083436774044,0.0459254284670477,0.0757265685694894
"ENST00000410707",0.361221206234837,8.23114705920164,0.0476545326582182,0.078234696782423
"ENST00000384281",-0.285678042129671,4.67587118860487,0.047743987960376,0.078234696782423
"ENST00000459128",0.27264793632317,6.25986752005576,0.0507666852016508,0.0829294298635662
"ENST00000384584",0.285130059860653,6.45946025739419,0.0514007378151285,0.0834940570183839
"ENST00000362807",0.363651901425321,3.56953528439253,0.0514297993801452,0.0834940570183839
"ENST00000501800",-0.27029904700741,5.58160926547485,0.051735679928275,0.0837322081300696
"ENST00000383953",-0.530058581730136,11.0660101464764,0.0524428332546916,0.0846163505888581
"ENST00000499298",-0.484885715794779,9.03518831243199,0.0529156728120819,0.0851181770616364
"ENST00000363120",-0.328898802383567,3.80007933772087,0.0534917161111793,0.0857824471782937
"ENST00000362692",-0.328570851902577,3.84331281970427,0.0546268584300067,0.0873365578546611
"ENST00000364234",-0.364362994546882,3.81389353297116,0.0568554266433942,0.0906241042861375
"ENST00000384390",-0.481145938722637,9.07930132087166,0.0570421272307409,0.0906470058107846
"ENST00000384534",-0.353890114237223,3.57781366603528,0.0581784242443944,0.0921742504594923
"ENST00000384714",0.48307753497564,6.5172262674088,0.0598246816991655,0.094355832500048
"ENST00000363389",-0.272037839241242,8.59196618880235,0.0599141598004107,0.094355832500048
"ENST00000391024",-0.243904053269826,11.4000126511177,0.0633459880902352,0.0991762311941033
"ENST00000384165",-0.386100290352221,2.72574324497794,0.0633521172646744,0.0991762311941033
"ENST00000474898",-0.491565184151011,4.01416918140825,0.0650530239226594,0.101536767309551
"ENST00000386307",-0.254207628875296,10.0530252767752,0.0775492963722461,0.120410296703395
"ENST00000384756",-0.22330587562484,6.0386464506656,0.0776028338069406,0.120410296703395
"ENST00000384339",0.287525845985872,4.48257427706593,0.0810823598817648,0.125439180287672
"ENST00000471237",-0.386569480337133,4.63997017936306,0.0849623559717729,0.131056302759978
"ENST00000384762",-0.28074483836092,4.80568403852901,0.0854151855637307,0.131369554405036
"ENST00000384416",0.362739246519307,8.59457791418937,0.0879102920700583,0.134812867722597
"ENST00000473498",0.542430082851312,3.1959592933638,0.0892789150083005,0.136513689809204
"ENST00000365012",-0.237477821413513,5.41289559354915,0.0896903795995528,0.136629258295922
"ENST00000458961",0.233555469508387,6.2964958466782,0.0898739988030207,0.136629258295922
"ENST00000384645",-0.32170784217123,5.60415403032185,0.0913775290771592,0.138368771566974
"ENST00000384408",0.470507362690255,3.7232129471121,0.091694125458041,0.138368771566974
"ENST00000365467",-0.341344655642676,3.74712885816444,0.0918074168761861,0.138368771566974
"ENST00000384385",-0.366297952376901,3.15005290897877,0.0945527851037081,0.142099328470144
"ENST00000410433",0.206332451604587,11.1580877538355,0.0956413074481011,0.142927706912214
"ENST00000459494",0.452026385252378,2.17508828268568,0.0956474388461964,0.142927706912214
"ENST00000408454",0.484495775310125,2.65530503779675,0.0959959895047249,0.143042182661431
"ENST00000458862",0.62869930571999,6.16940951051407,0.10032491623752,0.149070355765354
"ENST00000384512",-0.292793922377278,12.3629298693295,0.101557568328661,0.150476847720776
"ENST00000410544",0.34523787274579,4.89482425418686,0.104990770713402,0.155126812908004
"ENST00000391141",-0.24514567515909,5.17013975840659,0.107824225114719,0.158867065575188
"ENST00000459475",-0.208987743077377,9.34346025509848,0.108635641219125,0.159615495199049
"ENST00000363925",-0.281178882859147,5.00359788587437,0.110288547728746,0.161592691101171
"ENST00000384084",0.50132683914074,3.40834536082486,0.110830276680335,0.161673774615245
"ENST00000483932",-0.450661583567021,3.94462359992775,0.110958617178904,0.161673774615245
"ENST00000459386",0.254495173572787,6.48399285907506,0.11739125495803,0.170574033447303
"ENST00000365172",0.214322070840187,10.8768792671528,0.119374038234651,0.172977256505307
"ENST00000364394",-0.339773178229789,3.04255398732458,0.127223131489685,0.183844415284544
"ENST00000463397",0.385818317937726,4.29681293116144,0.128939130259556,0.18581365073021
"ENST00000384619",0.355755816906271,2.34465766123218,0.131104085349807,0.188417346704915
"ENST00000364915",-0.162219504142788,9.95384399795749,0.136235648900461,0.195107591734716
"ENST00000364968",0.320097543497435,3.76762863242069,0.136678455664289,0.195107591734716
"ENST00000383903",0.20850416819894,12.5738481928924,0.136872055798689,0.195107591734716
"ENST00000385578",0.441956707437399,3.23922336662651,0.138034656703307,0.196233052502539
"ENST00000384384",0.340676374394718,3.19072990007267,0.139019904825308,0.197100997137768
"ENST00000384360",0.344358865394926,6.27158068401228,0.140127958300498,0.198137919532424
"ENST00000410545",-0.324836981446021,2.9434397552974,0.141678421934259,0.199793163371099
"ENST00000364089",0.361236847972024,2.73971700483768,0.143739270546344,0.20215736980582
"ENST00000362969",-0.257925001643263,5.44847494533686,0.145735751855338,0.204418681269088
"ENST00000363961",-0.234171610706774,5.34630333367069,0.146967924876219,0.205598745970455
"ENST00000364822",-0.187982002166129,13.210442947464,0.160398112528886,0.223791531008472
"ENST00000384161",-0.303856206419047,2.95955545724416,0.162037355524586,0.225480552925747
"ENST00000384036",-0.351519890889939,2.29343542666791,0.170632986598055,0.236815174012077
"ENST00000459255",0.197684150679124,5.40781785286733,0.171995631121226,0.238078163078328
"ENST00000383893",-0.195728811732633,10.9174751104918,0.176511685518913,0.243688048774143
"ENST00000488123",-0.203165737086943,11.8991597909212,0.179089986785419,0.245497347291509
"ENST00000383882",0.426442120404064,2.81793677342742,0.179114647659501,0.245497347291509
"ENST00000362883",-0.174548444386847,15.1935996282676,0.179222398022699,0.245497347291509
"ENST00000458892",-0.418640642806055,12.1096872097234,0.179936004647908,0.245834645311168
"ENST00000362493",0.415925600252566,2.34063095912513,0.181506034929964,0.247181676178883
"ENST00000408716",-0.300509367513656,2.60139203325171,0.181861803576478,0.247181676178883
"ENST00000490522",0.302940695796133,6.56081034037822,0.188629055185378,0.255718770689456
"ENST00000488867",0.378583840445338,4.30342679303469,0.190257977746095,0.257264000756931
"ENST00000384289",-0.33876762371787,2.01127518851212,0.191594574591358,0.258407041628344
"ENST00000391150",-0.183568641755615,14.4354645680545,0.194850508497301,0.261710782231684
"ENST00000489101",-0.177989198943221,10.4295403763298,0.195039214134639,0.261710782231684
"ENST00000365161",-0.188841586956882,11.0897386516882,0.203488786011666,0.272353947689914
"ENST00000386157",0.228113967615894,4.19267704695292,0.205534724893986,0.274394074350854
"ENST00000500103",-0.350028061370328,2.83476584030984,0.212234472392268,0.282621094881856
"ENST00000459363",-0.166642332319885,10.4419113110193,0.223706038130575,0.296402492437552
"ENST00000408237",0.392247232920665,2.47315360832852,0.223710626421498,0.296402492437552
"ENST00000384404",0.356886045191266,8.03925995288978,0.228196617416366,0.301586484324142
"ENST00000364171",0.288108460287843,2.19061903638391,0.233722509777841,0.308115388829936
"ENST00000383880",0.199613512533279,15.3238554406484,0.23810230912965,0.31310453650549
"ENST00000408061",0.187208777444569,12.1733387722685,0.241561250765695,0.316409140383493
"ENST00000362507",-0.359779953185081,2.81249418526181,0.241818392460389,0.316409140383493
"ENST00000365484",0.153650677967001,5.86221116183794,0.251848916966422,0.328702136462863
"ENST00000363124",0.19562754327738,6.46114156745377,0.252463237891629,0.328702136462863
"ENST00000467883",0.34534429931119,2.13609714854577,0.262715747159585,0.341206130878868
"ENST00000364043",-0.292475939674823,12.7469102197376,0.264011932954046,0.342045016585784
"ENST00000363405",0.32657213344119,2.35596634927946,0.26837593972206,0.346844580574456
"ENST00000385575",-0.167177017548631,9.352142521751,0.271621660285873,0.350178905172474
"ENST00000365571",-0.235329989328072,5.33935681893922,0.272591564050534,0.350570079928071
"ENST00000384304",0.154193963001817,11.8097861161743,0.279219443060452,0.358218114755604
"ENST00000459155",0.263644005151606,3.2186413619103,0.281109031372503,0.359764843070406
"ENST00000363315",0.12291458335059,7.59523774683253,0.282453509422327,0.360608121252777
"ENST00000390864",0.184101362967166,3.56367902823026,0.296300441460941,0.377370538035
"ENST00000363660",-0.142971654120265,6.24194491953828,0.306561735783235,0.389496311647299
"ENST00000363840",0.159176025453523,14.5454740370573,0.311664055641364,0.395024803053873
"ENST00000383873",-0.201384360309397,3.20975211398093,0.324685751914076,0.410540157468278
"ENST00000391228",0.165929670792722,4.55684927914856,0.330396323685111,0.416758911890571
"ENST00000474885",-0.192924500735317,15.8020204015698,0.333902531927096,0.420059876086128
"ENST00000459522",-0.19241656810432,15.8022922020574,0.334610433612334,0.420059876086128
"ENST00000362695",0.192144337594462,2.49957909324676,0.343099610239724,0.429191987081537
"ENST00000384000",0.240150759976066,8.12238730042896,0.343516780534842,0.429191987081537
"ENST00000384462",0.276315918626616,8.04078285045392,0.354569774619808,0.441951899170661
"ENST00000384287",0.234881904356876,8.11117960274233,0.365368062533263,0.454273759102337
"ENST00000408556",-0.175894005539876,9.02945467128484,0.366182649922796,0.454273759102337
"ENST00000391185",-0.14788844104472,4.40886847390191,0.372080009362547,0.460503729234588
"ENST00000383961",0.196438895896508,5.05904055811284,0.380086865250273,0.469309134088366
"ENST00000390997",0.223473520573828,2.13123747493834,0.382104836354908,0.470695887406748
"ENST00000496399",-0.171707736276075,8.00485384734857,0.39728739968535,0.488255075314239
"ENST00000384413",0.138238856327456,5.01935766869915,0.40919882407544,0.500999476392625
"ENST00000363664",0.185367238932126,3.0833197128076,0.410049326124094,0.500999476392625
"ENST00000384581",0.146304641158666,6.1795108962534,0.410514780085972,0.500999476392625
"ENST00000458838",0.131276579299569,9.36120684252127,0.413053702204223,0.502931128146808
"ENST00000363538",0.158195884266189,3.41523943480398,0.416552805271773,0.506020266912131
"ENST00000363421",0.207451400389518,4.58479599217265,0.418790506035798,0.507566373674723
"ENST00000384107",-0.169544976544647,2.44282862729414,0.434131275123175,0.524949541873081
"ENST00000411012",0.105227591500201,8.18179503709505,0.436895814087186,0.527080729839128
"ENST00000384549",-0.193809992593847,7.70968005393219,0.445841457059859,0.536642119939327
"ENST00000384533",-0.209673948811101,7.41874473949974,0.451499700493168,0.542211969085403
"ENST00000384637",-0.211220240328164,2.75704964792187,0.459406334636483,0.550140707167296
"ENST00000391084",0.143803680352106,3.58145660741169,0.460193747440324,0.550140707167296
"ENST00000386037",0.165621408794202,7.3005332422599,0.462725071857377,0.551912443984082
"ENST00000384048",0.0765373772793909,11.1700645729559,0.4731515510653,0.563071755340153
"ENST00000489202",-0.157439031668917,5.41700938470611,0.477316406314844,0.566745891019431
"ENST00000492060",0.149284172972251,6.68193687564455,0.479120315928614,0.567606500401917
"ENST00000362698",-0.0959898594605485,10.520156351338,0.491104502957118,0.58049655855156
"ENST00000364849",-0.121731747352987,11.3523438897329,0.4973125054311,0.586508329772493
"ENST00000464639",0.218739596920054,2.47215606408508,0.498420576821872,0.586508329772493
"ENST00000463780",-0.199605012187966,3.74569874023507,0.50196413503153,0.589359676398626
"ENST00000473313",0.184330795199369,2.8737513086896,0.504784341754545,0.591350921520914
"ENST00000410687",0.126509481577148,7.63945370430699,0.51538289042483,0.602425334141023
"ENST00000410156",-0.145911697280057,7.74536077235557,0.517375462204063,0.603413510242432
"ENST00000462360",-0.138596681043612,3.38002383750111,0.524845882364441,0.610771978149769
"ENST00000410438",0.169625810502665,2.12261897497431,0.530409671388643,0.61588407759476
"ENST00000384452",-0.116205011703759,4.53019080576557,0.532749854133716,0.617238817784878
"ENST00000458930",0.0861040968975583,10.3285814178485,0.542797337237984,0.627497581070724
"ENST00000364628",0.10218795961021,2.88284342476098,0.551174138540944,0.635784203667843
"ENST00000362512",0.101594097062545,9.18132884987734,0.552552619953933,0.635979601960106
"ENST00000363091",-0.0901351988806891,6.53058536529377,0.56230927162352,0.645796237716095
"ENST00000391314",-0.124118462960318,3.25013914080167,0.566065719283123,0.648694048677392
"ENST00000363624",0.0831503118536716,5.00276798905637,0.571564814098478,0.653571939599565
"ENST00000388090",0.142379391836758,2.36230862972927,0.578318028441927,0.659859615966276
"ENST00000410205",0.0878491858556826,3.62265950467526,0.586054239958715,0.667239242896718
"ENST00000486830",0.214207393824998,4.0459030221802,0.590294613804565,0.67061547918186
"ENST00000459584",0.0821505062781222,11.784550332508,0.592729876120228,0.671930850946638
"ENST00000363146",0.0795741826091071,10.9082585948738,0.617969153531849,0.69770473537839
"ENST00000365267",-0.121988436649565,2.073271985884,0.618118643890361,0.69770473537839
"ENST00000384585",0.119972365839052,2.7467620039398,0.619825826754051,0.69813358645103
"ENST00000384698",-0.06312318326125,13.4206790457074,0.631342381908728,0.709585668555536
"ENST00000463737",0.120324295600026,4.4584189557245,0.634842549526033,0.711998253839431
"ENST00000364197",-0.0465272968663077,13.0784635215236,0.639108456536476,0.715257549230184
"ENST00000384365",0.123981698856448,9.12284270367463,0.644840949431947,0.720140847985572
"ENST00000385607",0.0519123172036226,12.1364278800829,0.654839973603424,0.729758106176697
"ENST00000390833",0.1115827641503,5.67615378378925,0.65903485930942,0.73288020295297
"ENST00000410396",0.0570622591840994,12.8499854585136,0.662045889128689,0.734675395952933
"ENST00000364952",0.0726295711497756,6.47113241355285,0.668164700754204,0.739904489677287
"ENST00000479623",0.138414192310637,2.61465099763979,0.671817226570252,0.741518676221592
"ENST00000383929",0.117854110288677,7.44383993095482,0.672441841364448,0.741518676221592
"ENST00000384430",0.121714482301938,6.89999009757695,0.67396006147382,0.741638059278722
"ENST00000362803",0.100761409578732,9.63404376493568,0.676014443827612,0.74234571493387
"ENST00000410204",0.0987626544728513,3.82553668987384,0.69717393856895,0.763986441015141
"ENST00000365085",0.0561449414837655,4.88266343097177,0.709084076855714,0.775422504004377
"ENST00000384274",-0.107700083555006,7.91695827579102,0.715736441165543,0.781073377703477
"ENST00000384729",0.100777627821579,7.45223701340581,0.720752393094349,0.783374062863829
"ENST00000459577",0.0566287379591087,7.12491527673959,0.720823282178884,0.783374062863829
"ENST00000390994",-0.0461325293429048,5.61462095466516,0.72775390770755,0.789275372070457
"ENST00000391079",0.0842103471555425,9.8015054357334,0.730292343058905,0.790398708742766
"ENST00000391100",0.0848405548251455,3.66380569917804,0.734797151688343,0.792571121129792
"ENST00000384744",-0.0628548354296722,3.97607687335426,0.735313131390378,0.792571121129792
"ENST00000384574",-0.0457556832604969,7.24222563710958,0.741356475433383,0.796388823359922
"ENST00000383894",0.105246757611376,7.40706884397569,0.741883124422741,0.796388823359922
"ENST00000410941",-0.0725399961254801,3.68542629563704,0.748303316458803,0.801488938638728
"ENST00000390856",-0.0370467206123136,8.46336288322749,0.749681668840787,0.801488938638728
"ENST00000364533",0.0733426507218598,4.25832458586427,0.775712872957366,0.827636858368305
"ENST00000384737",-0.0631045226146097,2.42314273616323,0.778075162355608,0.828476792305768
"ENST00000476780",-0.0734196469417668,3.57454273889203,0.780017632907447,0.828867222039025
"ENST00000384067",-0.0435069250504721,9.61789674859642,0.786936853458531,0.833947509860398
"ENST00000479524",-0.0646506835973761,8.36026522112791,0.7879694152103,0.833947509860398
"ENST00000365524",0.0388550417388024,12.654465092561,0.794467604696412,0.839136466004644
"ENST00000363444",0.0383169855212293,4.8330820834546,0.797895736766338,0.841068451982152
"ENST00000384445",-0.0609549263063015,7.51643771716932,0.815153252749813,0.857541221892804
"ENST00000364228",0.0377331515235595,8.51393500796198,0.821248471206007,0.860838687645977
"ENST00000384711",-0.0615416850344248,7.48234393378771,0.821697484486608,0.860838687645977
"ENST00000364543",0.0381712415328754,5.99583816092149,0.823197452254613,0.860838687645977
"ENST00000499388",-0.029459429083087,5.61494705211763,0.82544255427303,0.861473776880187
"ENST00000384516",-0.0589563556082498,7.92512063588685,0.828711434454254,0.863172702025619
"ENST00000463796",-0.035597437954218,10.8695251314324,0.840414591555926,0.873632559601615
"ENST00000384111",0.048090271647207,2.26636382218043,0.846292370997753,0.878007469713645
"ENST00000494879",-0.0463757586677506,4.09714919705644,0.851960823169111,0.882148411391638
"ENST00000384529",-0.0502764801542126,7.41639537224246,0.861663900738162,0.889245912775118
"ENST00000408493",-0.039332907621576,2.8858192401835,0.862196607443556,0.889245912775118
"ENST00000384214",-0.0303144359194048,5.24803772923897,0.871484456783823,0.897066192305853
"ENST00000384468",-0.0375108866189382,3.46748896231765,0.892100466029867,0.916493838147871
"ENST00000384567",-0.0301429425161442,4.4763923598607,0.894529209486674,0.917197591013627
"ENST00000384215",-0.0161558014442749,5.02599924853107,0.903534762879866,0.924371694784729
"ENST00000463508",-0.0273546465373175,8.61347995868745,0.905040727783527,0.924371694784729
"ENST00000365487",-0.0195194474630442,4.74106453976026,0.907217255926975,0.924798985693001
"ENST00000364084",-0.0130165704272521,14.526218160843,0.909991050260067,0.92583228711179
"ENST00000390930",0.0156953638483234,5.32323431039315,0.928060649355829,0.942393632357463
"ENST00000410923",-0.0105905480983037,10.7261244852165,0.931962529944229,0.944532352120741
"ENST00000384507",0.0193395935808392,5.6174004684511,0.940407606245729,0.951258463240871
"ENST00000364914",-0.0172774393433347,3.83750940880856,0.943423212210906,0.952477177779148
"ENST00000386745",-0.00728314698463476,9.30428733705399,0.959485177899832,0.966837554741976
"ENST00000364617",0.00680803258911128,10.1150565872821,0.965247254533615,0.970784045668607
"ENST00000482373",-0.0121489349782356,2.60372954065423,0.972690194447198,0.976402752441271
"ENST00000479998",-0.00140363975851044,8.02697454050336,0.993247496185476,0.995139396178211
"ENST00000384335",-0.000490448398127459,8.27765107627765,0.998766871178272,0.998766871178272
